AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,SALE_COND,PARKING_FACIL,PRICE
Porur,955,723,1,2,Partial,Yes,4200000
Saidapet,984,60,1,2,Abnormal,NO,5000000
Chromepet,1152,180,3,1,Normal Sale,NO,6300000
Velacherry,1249,190,3,1,Partial,NO,8000000
Saidapet,1290,110,2,1,Normal Sale,Yes,8100000
Thiruvanmiyur,1109,163,2,2,Normal Sale,NO,8500000
Avadi,1028,26,2,2,Normal Sale,Yes,4000000
Chetpet,1313,331,2,2,Normal Sale,Yes,10500000
Avadi,847,60,2,2,Family,Yes,3000000
Thiruvanmiyur,1178,39,2,2,Family,Yes,8000000
Saidapet,1215,81,3,2,Normal Sale,Yes,8500000
Nungambakkam,1376,21,3,1,Normal Sale,NO,11400000
Chromepet,915,5,2,2,Normal Sale,NO,4800000
Egmore,1206,537,3,2,Normal Sale,Yes,8600000
Velacherry,1114,156,3,2,Normal Sale,NO,7700000
Thiruvanmiyur,1188,39,3,1,Normal Sale,Yes,10400000
Thiruvanmiyur,1385,451,2,2,Normal Sale,Yes,10700000
Mylapore,1675,407,4,4,Normal Sale,Yes,15000000
T Nagar,1479,88,4,4,Normal Sale,Yes,13500000
Kodambakkam,1303,6,3,2,Normal Sale,Yes,10100000
Velacherry,1092,753,3,1,Normal Sale,Yes,7000000
OMR,1280,10,3,2,Normal Sale,Yes,9000000
Chromepet,1243,437,3,1,Normal Sale,Yes,7100000
Chromepet,1063,83,2,2,Normal Sale,Yes,6300000
Chromepet,837,23,1,1,Normal Sale,NO,3800000
Velacherry,1000,422,2,1,Normal Sale,Yes,5900000
Besant Nagar,1438,245,4,4,Normal Sale,Yes,12500000
Mylapore,1384,633,2,2,Normal Sale,Yes,10200000
Besant Nagar,1365,1,2,2,Normal Sale,Yes,11500000
Chromepet,1025,2,3,2,Normal Sale,Yes,6000000
Adyar,1423,219,3,2,Family,Yes,11400000
Porur,904,341,1,1,Partial,NO,4300000
OMR,1323,1000,2,2,Normal Sale,Yes,8400000
Nungambakkam,1242,25,3,2,Normal Sale,Yes,10900000
Mylapore,1480,22,3,4,Normal Sale,NO,13700000
Thiruvanmiyur,1293,293,2,1,Normal Sale,NO,8700000
Thiruvanmiyur,1282,199,3,1,Normal Sale,Yes,10700000
Guindy,1475,232,3,2,Normal Sale,Yes,11900000
Thiruvanmiyur,1296,109,3,2,Normal Sale,Yes,10700000
Chromepet,964,366,2,2,Normal Sale,NO,5300000
OMR,1431,43,4,4,Abnormal,NO,8300000
Guindy,1121,189,2,1,Family,Yes,7500000
Adyar,1732,282,4,4,Normal Sale,NO,16200000
Adyar,1547,108,4,4,Normal Sale,NO,13600000
Perambur,916,190,1,2,Abnormal,Yes,3600000
Nungambakkam,1238,320,3,2,Abnormal,Yes,9400000
Thiruvanmiyur,1318,245,2,1,Normal Sale,Yes,9300000
Saidapet,1145,90,3,1,Normal Sale,Yes,7900000
Tambaram,914,245,1,2,Normal Sale,NO,4100000
Adyar,1756,545,3,3,Normal Sale,Yes,15700000
Saidapet,1036,386,2,2,Partial,Yes,6000000
T Nagar,1648,435,3,3,Normal Sale,NO,14200000
Tambaram,875,528,1,2,Normal Sale,Yes,3900000
Kodambakkam,1246,4,2,2,Partial,Yes,8400000
Chetpet,1352,155,3,2,Normal Sale,Yes,12000000
Avadi,910,86,2,1,Abnormal,Yes,3300000
Egmore,1097,207,2,2,Normal Sale,Yes,7800000
Kodambakkam,1132,74,2,1,Normal Sale,Yes,7600000
Anna Nagar,2247,355,4,3,Normal Sale,Yes,19700000
Nungambakkam,1621,220,4,2,Normal Sale,NO,14400000
Chetpet,1440,246,3,3,Normal Sale,Yes,12100000
Anna Nagar,1665,228,4,3,Abnormal,Yes,14300000
Mylapore,1486,997,3,2,Normal Sale,Yes,12700000
Porur,1117,130,3,2,Normal Sale,NO,6700000
OMR,1509,186,3,4,Normal Sale,Yes,11200000
Kodambakkam,1050,56,3,1,Normal Sale,NO,7300000
Kodambakkam,1146,15,3,1,Normal Sale,Yes,8200000
Egmore,1377,179,2,2,Normal Sale,Yes,9200000
Thiruvanmiyur,1195,85,2,2,Normal Sale,Yes,8700000
Perambur,994,17,2,2,Partial,Yes,4400000
Saidapet,1222,708,3,1,Normal Sale,Yes,8500000
Kodambakkam,1087,105,2,2,Normal Sale,Yes,7600000
Tambaram,1033,196,2,2,Normal Sale,Yes,5300000
Egmore,1188,286,2,2,Normal Sale,Yes,7400000
Besant Nagar,1277,450,3,1,Normal Sale,NO,10300000
Saidapet,1304,12,3,2,Normal Sale,NO,8700000
Chromepet,852,66,2,2,Normal Sale,Yes,4800000
Egmore,1197,203,3,2,Normal Sale,Yes,9000000
Guindy,1145,1000,2,2,Normal Sale,NO,7200000
OMR,1389,3,3,2,Normal Sale,Yes,10300000
OMR,1191,229,2,2,Normal Sale,Yes,7400000
Kodambakkam,1270,142,2,2,Partial,NO,7400000
Velacherry,1307,513,3,1,Normal Sale,NO,8300000
Chromepet,950,31,1,2,Normal Sale,Yes,5100000
Egmore,1191,123,3,1,Normal Sale,Yes,8800000
Kodambakkam,1099,145,2,2,Normal Sale,Yes,7100000
Porur,820,158,1,2,Normal Sale,NO,4200000
OMR,1131,136,3,1,Normal Sale,NO,8000000
T Nagar,1517,338,4,4,Abnormal,Yes,12000000
Egmore,1420,792,3,2,Normal Sale,Yes,9700000
Perambur,960,193,2,1,Partial,Yes,4000000
Porur,1133,188,3,2,Normal Sale,Yes,7600000
Chromepet,1069,163,2,2,Normal Sale,Yes,6300000
Guindy,1078,10,3,2,Partial,Yes,8800000
Chetpet,1254,1000,3,2,Abnormal,Yes,8100000
Thiruvanmiyur,1249,104,3,1,Abnormal,Yes,8700000
Tambaram,865,632,1,2,Normal Sale,Yes,3800000
Kodambakkam,1092,127,2,1,Normal Sale,NO,7600000
Anna Nagar,1814,201,4,4,Normal Sale,NO,16200000
Tambaram,945,85,2,1,Abnormal,NO,3600000
Velacherry,930,153,1,2,Partial,Yes,4700000
Kodambakkam,1124,36,2,2,Normal Sale,Yes,8300000
Adyar,1884,24,4,4,Partial,Yes,16100000
Saidapet,1028,162,2,1,Family,NO,5600000
Velacherry,1472,1000,4,3,Normal Sale,Yes,9500000
Porur,1023,49,3,1,Normal Sale,Yes,6800000
Adyar,1588,181,3,4,Normal Sale,NO,14000000
Chetpet,1375,492,2,1,Partial,Yes,9800000
Tambaram,831,1,1,2,Normal Sale,Yes,3700000
Egmore,1228,745,2,2,Normal Sale,Yes,7900000
Saidapet,980,312,2,2,Normal Sale,Yes,6000000
T Nagar,1676,584,4,4,Normal Sale,Yes,16100000
Nungambakkam,1013,193,2,2,Normal Sale,Yes,7900000
Anna Nagar,1544,58,3,3,Normal Sale,NO,12500000
Anna Nagar,2149,254,3,3,Partial,Yes,16200000
Kodambakkam,1115,122,2,2,Normal Sale,NO,7700000
Porur,1075,5,2,2,Family,Yes,5400000
Anna Nagar,1560,472,3,3,Normal Sale,Yes,13200000
Kodambakkam,1106,117,3,2,Normal Sale,Yes,8500000
Egmore,890,650,2,2,Normal Sale,NO,5100000
Thiruvanmiyur,1372,17,3,1,Normal Sale,Yes,11300000
Adyar,1772,59,3,4,Normal Sale,Yes,16700000
Guindy,1359,298,2,2,Normal Sale,Yes,9700000
Besant Nagar,1217,796,2,1,Normal Sale,Yes,9200000
Kodambakkam,1048,337,2,1,Normal Sale,Yes,7500000
Chetpet,1397,52,3,2,Normal Sale,Yes,12600000
Saidapet,1097,22,2,1,Abnormal,Yes,5800000
Chetpet,1198,340,2,2,Normal Sale,NO,8100000
T Nagar,1499,122,4,3,Normal Sale,Yes,14100000
Avadi,801,342,2,1,Normal Sale,Yes,3400000
OMR,1436,421,4,4,Normal Sale,Yes,10300000
Egmore,1203,138,3,2,Normal Sale,Yes,8300000
Nungambakkam,1546,155,3,3,Normal Sale,Yes,14900000
Guindy,1169,61,3,1,Normal Sale,Yes,10100000
Mylapore,1406,30,3,3,Normal Sale,Yes,12800000
Thiruvanmiyur,1199,331,2,2,Partial,Yes,7900000
Chromepet,751,468,2,2,Abnormal,Yes,3300000
Adyar,2016,169,4,3,Normal Sale,NO,19700000
Saidapet,1061,5,3,2,Partial,Yes,7200000
Mylapore,1283,326,2,1,Normal Sale,Yes,10100000
Anna Nagar,1936,161,4,2,Normal Sale,Yes,19700000
OMR,1336,151,2,2,Normal Sale,Yes,8800000
Guindy,1313,83,2,2,Partial,NO,9400000
Nungambakkam,1177,127,3,1,Normal Sale,Yes,11300000
Saidapet,1051,714,2,1,Normal Sale,Yes,6800000
Thiruvanmiyur,1216,174,3,2,Normal Sale,Yes,10200000
Velacherry,994,242,1,1,Partial,Yes,5600000
Guindy,1462,950,4,3,Normal Sale,Yes,12000000
Thiruvanmiyur,1357,13,3,2,Normal Sale,Yes,11400000
Egmore,974,140,2,1,Normal Sale,NO,6600000
Egmore,1081,547,2,2,Normal Sale,NO,7100000
Tambaram,721,16,2,2,Normal Sale,Yes,3700000
Egmore,997,143,2,1,Normal Sale,NO,6200000
Anna Nagar,1847,53,4,4,Normal Sale,Yes,19100000
Adyar,1812,3,3,2,Normal Sale,Yes,16400000
Velacherry,1395,173,3,2,Normal Sale,NO,8600000
Porur,1028,159,3,2,Abnormal,NO,5400000
Anna Nagar,1748,60,3,4,Normal Sale,Yes,17000000
Saidapet,972,322,2,1,Normal Sale,Yes,6200000
Avadi,835,50,1,1,Normal Sale,Yes,3300000
Mylapore,1279,62,3,2,Partial,Yes,10400000
Porur,1311,473,3,1,Abnormal,Yes,6600000
Kodambakkam,1152,340,3,1,Normal Sale,Yes,8900000
OMR,1669,512,4,4,Normal Sale,NO,11200000
Avadi,812,43,1,2,Normal Sale,Yes,3300000
Chromepet,1166,127,2,2,Normal Sale,Yes,6300000
Saidapet,1202,101,2,1,Normal Sale,Yes,7600000
Nungambakkam,1336,47,3,1,Normal Sale,Yes,11400000
Anna Nagar,2114,34,4,2,Normal Sale,Yes,19800000
Tambaram,809,9,2,2,Normal Sale,Yes,3900000
Kodambakkam,1405,770,4,3,Normal Sale,Yes,10100000
Egmore,1141,305,3,1,Normal Sale,Yes,7600000
Thiruvanmiyur,1151,89,2,2,Partial,Yes,7400000
Perambur,965,362,1,2,Normal Sale,Yes,4400000
Perambur,1167,433,2,2,Partial,NO,4500000
Anna Nagar,1792,437,3,2,Normal Sale,Yes,15800000
Saidapet,1057,455,2,2,Normal Sale,Yes,6500000
Tambaram,988,34,1,1,Normal Sale,Yes,4400000
Thiruvanmiyur,1248,450,3,2,Normal Sale,Yes,9200000
Chetpet,1469,21,4,2,Normal Sale,Yes,14300000
Perambur,996,699,1,1,Normal Sale,NO,3800000
OMR,1572,209,3,4,Normal Sale,NO,10300000
Anna Nagar,1782,319,4,4,Normal Sale,Yes,16600000
Perambur,928,290,1,1,Abnormal,Yes,3400000
Porur,963,129,1,2,Partial,Yes,4800000
Mylapore,1148,239,2,1,Abnormal,NO,7400000
Velacherry,1095,65,3,1,Normal Sale,NO,7700000
Chetpet,1563,75,3,4,Abnormal,Yes,11600000
Perambur,925,61,2,1,Normal Sale,Yes,4600000
Guindy,1285,169,3,2,Partial,Yes,9500000
Chetpet,1585,27,3,4,Normal Sale,NO,12200000
Thiruvanmiyur,1426,347,4,4,Normal Sale,NO,11900000
Guindy,1542,416,4,3,Abnormal,Yes,11800000
Chetpet,1592,554,3,4,Normal Sale,NO,12600000
T Nagar,1646,176,3,4,Normal Sale,NO,13400000
T Nagar,1283,0,3,1,Normal Sale,Yes,11900000
Nungambakkam,1629,73,4,2,Normal Sale,NO,14700000
Egmore,1338,566,2,2,Normal Sale,Yes,8300000
Chetpet,1586,50,3,4,Normal Sale,Yes,13700000
OMR,1459,246,4,2,Normal Sale,Yes,10900000
Chetpet,1631,80,3,4,Normal Sale,NO,13100000
Adyar,1806,214,4,3,Partial,Yes,15100000
T Nagar,1734,50,3,4,Partial,Yes,13700000
Besant Nagar,1520,237,4,2,Partial,Yes,11900000
OMR,1602,37,3,4,Normal Sale,Yes,10900000
OMR,1637,308,4,3,Normal Sale,Yes,12400000
Perambur,749,2,2,2,Abnormal,Yes,3300000
T Nagar,1603,308,3,2,Normal Sale,Yes,15200000
Tambaram,834,90,1,1,Partial,Yes,3500000
Kodambakkam,1251,24,3,2,Partial,Yes,8300000
Besant Nagar,1377,322,3,1,Normal Sale,NO,10800000
Mylapore,1385,85,2,2,Normal Sale,Yes,10700000
Velacherry,1076,452,2,2,Normal Sale,Yes,7100000
OMR,1513,691,3,2,Normal Sale,Yes,9900000
Thiruvanmiyur,1035,194,2,1,Abnormal,Yes,6800000
Chetpet,1418,196,3,4,Normal Sale,Yes,12300000
Anna Nagar,1881,130,3,3,Normal Sale,Yes,17700000
Nungambakkam,1334,45,2,1,Normal Sale,Yes,11700000
Anna Nagar,1959,596,3,4,Normal Sale,Yes,16800000
Nungambakkam,1487,182,3,4,Abnormal,Yes,10700000
T Nagar,1693,286,3,3,Partial,Yes,14900000
Porur,1098,567,2,1,Abnormal,Yes,5200000
Egmore,1122,0,3,1,Partial,Yes,7700000
Egmore,1365,2,2,1,Normal Sale,Yes,10000000
Tambaram,838,622,2,2,Normal Sale,Yes,3900000
Thiruvanmiyur,1224,185,3,1,Normal Sale,Yes,10300000
OMR,1547,376,4,2,Family,NO,8900000
Perambur,908,818,1,1,Normal Sale,Yes,3500000
Porur,1208,32,3,2,Partial,Yes,6800000
Thiruvanmiyur,1150,158,3,1,Normal Sale,Yes,9800000
Nungambakkam,1494,19,3,2,Partial,Yes,12900000
Perambur,846,214,2,1,Normal Sale,NO,3900000
Chetpet,1768,281,4,2,Normal Sale,Yes,15100000
Kodambakkam,1116,256,3,2,Normal Sale,Yes,8100000
Besant Nagar,1320,706,2,2,Normal Sale,Yes,10800000
T Nagar,1734,388,4,4,Normal Sale,Yes,15300000
Thiruvanmiyur,1322,168,3,1,Normal Sale,NO,9900000
Kodambakkam,1035,53,2,1,Partial,Yes,6300000
Anna Nagar,1597,9,4,4,Normal Sale,Yes,16300000
Nungambakkam,1539,261,4,3,Normal Sale,Yes,15500000
Velacherry,1067,230,2,1,Normal Sale,Yes,6300000
Velacherry,1049,377,3,1,Normal Sale,NO,7100000
Nungambakkam,1650,176,4,4,Normal Sale,Yes,14900000
Tambaram,736,287,1,1,Normal Sale,Yes,3300000
Adyar,1614,88,3,2,Normal Sale,Yes,13800000
Chetpet,1349,756,3,2,Normal Sale,NO,9800000
T Nagar,1414,73,3,4,Normal Sale,Yes,12900000
T Nagar,1710,79,4,4,Normal Sale,Yes,17000000
Anna Nagar,1691,26,3,3,Normal Sale,Yes,14200000
Egmore,1137,185,2,2,Family,Yes,7000000
Adyar,1646,288,4,3,Normal Sale,Yes,16900000
Kodambakkam,1153,497,2,1,Normal Sale,NO,7200000
Chromepet,1179,25,3,1,Abnormal,Yes,6100000
OMR,1296,995,2,1,Normal Sale,Yes,7800000
Adyar,1749,110,4,2,Normal Sale,Yes,18100000
Porur,1009,182,2,1,Normal Sale,Yes,5700000
OMR,1506,157,3,2,Abnormal,Yes,8900000
Thiruvanmiyur,1326,86,2,1,Family,Yes,8900000
Chetpet,1445,4,3,2,Normal Sale,NO,12100000
Perambur,865,75,1,2,Normal Sale,NO,3500000
Guindy,1404,124,4,2,Normal Sale,Yes,11600000
Saidapet,1222,42,3,1,Normal Sale,Yes,8100000
Tambaram,903,75,2,2,Normal Sale,NO,4400000
T Nagar,1527,134,4,2,Partial,NO,12700000
Mylapore,1521,68,4,3,Normal Sale,NO,14100000
OMR,1309,193,2,1,Abnormal,Yes,7000000
Perambur,1093,234,3,2,Normal Sale,Yes,5700000
Velacherry,1270,92,2,2,Normal Sale,Yes,8200000
Porur,902,90,1,1,Normal Sale,Yes,5200000
Egmore,1324,307,2,1,Normal Sale,Yes,9400000
Tambaram,923,288,2,1,Normal Sale,Yes,4400000
Anna Nagar,1651,49,3,2,Partial,Yes,13400000
Saidapet,953,339,1,2,Partial,Yes,4800000
OMR,1139,88,3,1,Abnormal,Yes,6400000
Saidapet,1174,66,3,1,Normal Sale,Yes,7700000
Kodambakkam,891,54,1,2,Normal Sale,Yes,5900000
Avadi,805,120,1,1,Normal Sale,Yes,3000000
Nungambakkam,1779,207,3,3,Normal Sale,Yes,17300000
OMR,1279,179,2,2,Normal Sale,Yes,8400000
Perambur,780,380,2,2,Normal Sale,NO,3800000
Chromepet,775,102,1,2,Normal Sale,Yes,4100000
Avadi,762,265,1,2,Abnormal,Yes,2300000
Mylapore,1415,34,4,4,Normal Sale,NO,13600000
Porur,1076,132,3,1,Normal Sale,Yes,6500000
Tambaram,1061,25,3,2,Family,Yes,4900000
Saidapet,1060,492,2,2,Partial,Yes,6100000
Tambaram,926,223,1,1,Normal Sale,NO,3800000
Chromepet,1215,428,3,1,Normal Sale,Yes,6800000
Mylapore,1398,211,3,1,Normal Sale,Yes,11700000
Porur,1121,53,2,2,Abnormal,Yes,5800000
OMR,1784,683,3,4,Normal Sale,Yes,11600000
Avadi,706,30,1,1,Family,Yes,2400000
Saidapet,1232,371,2,2,Normal Sale,Yes,7200000
Avadi,651,283,2,2,Normal Sale,Yes,2600000
Chromepet,911,228,1,1,Abnormal,Yes,3600000
Nungambakkam,1458,333,4,4,Partial,NO,12100000
T Nagar,1747,61,3,3,Normal Sale,Yes,17000000
Besant Nagar,1382,7,3,2,Normal Sale,Yes,11400000
Tambaram,943,433,1,1,Normal Sale,Yes,3900000
Velacherry,1235,396,3,1,Normal Sale,Yes,7900000
Adyar,1611,52,4,2,Abnormal,Yes,12900000
Velacherry,1092,68,3,1,Normal Sale,Yes,7600000
Perambur,1042,72,3,2,Abnormal,Yes,5000000
Anna Nagar,1954,129,4,2,Normal Sale,Yes,20100000
Chromepet,1059,65,2,2,Normal Sale,Yes,6300000
T Nagar,1678,466,3,2,Normal Sale,Yes,14500000
T Nagar,1444,589,4,2,Family,Yes,11800000
Mylapore,1603,294,3,4,Abnormal,Yes,11700000
Kodambakkam,1230,66,2,2,Normal Sale,Yes,8200000
Egmore,1303,487,3,2,Partial,NO,8200000
Saidapet,949,167,1,2,Normal Sale,Yes,5400000
Chromepet,1227,113,2,1,Normal Sale,Yes,6700000
Anna Nagar,1742,11,4,4,Normal Sale,NO,17500000
Besant Nagar,1443,199,4,3,Normal Sale,Yes,13000000
Avadi,738,289,1,2,Normal Sale,Yes,2900000
Tambaram,795,170,1,2,Normal Sale,Yes,3500000
Chetpet,1553,406,4,3,Normal Sale,Yes,14200000
Chromepet,1041,275,3,1,Normal Sale,NO,6200000
Saidapet,967,267,2,1,Normal Sale,Yes,6000000
Mylapore,1757,57,3,4,Normal Sale,Yes,17100000
Saidapet,1180,10,2,2,Family,Yes,6500000
Nungambakkam,1495,382,3,4,Abnormal,NO,11600000
OMR,1361,21,2,1,Normal Sale,Yes,9500000
Perambur,942,18,2,2,Partial,Yes,4200000
OMR,1481,830,3,4,Abnormal,NO,7600000
Nungambakkam,1427,159,3,4,Normal Sale,Yes,12500000
Tambaram,819,219,1,1,Normal Sale,Yes,3700000
Velacherry,1292,55,3,2,Normal Sale,NO,8600000
Chromepet,975,238,2,2,Normal Sale,Yes,5700000
Avadi,1034,122,2,2,Normal Sale,Yes,4600000
Velacherry,1360,181,3,1,Partial,Yes,8100000
T Nagar,1646,142,3,3,Abnormal,Yes,12500000
Thiruvanmiyur,1242,13,3,1,Normal Sale,NO,9100000
Kodambakkam,1232,159,3,1,Partial,Yes,9100000
Anna Nagar,1284,84,3,1,Normal Sale,Yes,12300000
OMR,1472,425,4,2,Partial,Yes,9200000
Guindy,1267,305,3,2,Normal Sale,Yes,9800000
Porur,1010,301,2,2,Normal Sale,Yes,6100000
Avadi,854,365,2,1,Normal Sale,Yes,3300000
Besant Nagar,1414,184,4,4,Abnormal,Yes,10600000
Thiruvanmiyur,1316,375,3,1,Normal Sale,NO,10100000
Perambur,868,839,1,1,Abnormal,Yes,2900000
Porur,1086,66,3,2,Normal Sale,Yes,7000000
Egmore,1030,570,2,1,Abnormal,NO,5500000
Kodambakkam,1277,103,2,1,Normal Sale,Yes,9700000
Tambaram,950,401,1,1,Normal Sale,Yes,4300000
Velacherry,1054,295,2,1,Normal Sale,Yes,6600000
Kodambakkam,1364,124,2,2,Normal Sale,Yes,9300000
Nungambakkam,1234,89,3,1,Normal Sale,Yes,10900000
Kodambakkam,1123,265,2,1,Abnormal,NO,5900000
Velacherry,1412,229,4,4,Normal Sale,Yes,10800000
Guindy,1558,123,4,2,Normal Sale,Yes,14400000
T Nagar,1946,136,4,3,Normal Sale,Yes,18200000
Perambur,1134,287,2,1,Normal Sale,Yes,5300000
Velacherry,1296,182,3,2,Normal Sale,Yes,8800000
Saidapet,1134,1,3,2,Partial,Yes,7300000
OMR,1301,5,2,2,Normal Sale,Yes,8900000
Porur,1304,36,3,2,Family,Yes,7300000
Egmore,1248,56,2,1,Normal Sale,Yes,8400000
T Nagar,1880,410,4,3,Partial,Yes,16500000
Tambaram,1041,285,3,1,Partial,Yes,5300000
Mylapore,1471,583,4,4,Normal Sale,Yes,14300000
Velacherry,1202,731,2,2,Family,Yes,6300000
OMR,1413,401,4,4,Normal Sale,Yes,10800000
Porur,1263,336,3,1,Partial,Yes,6900000
Nungambakkam,1560,123,4,4,Normal Sale,Yes,14400000
Guindy,1293,902,2,1,Normal Sale,Yes,8700000
Perambur,970,469,1,2,Abnormal,Yes,3300000
Thiruvanmiyur,1226,622,2,1,Abnormal,Yes,7100000
Perambur,1000,116,2,2,Partial,Yes,4600000
Nungambakkam,1408,135,4,2,Normal Sale,Yes,14700000
OMR,1358,91,2,1,Normal Sale,NO,8000000
Saidapet,832,438,2,1,Normal Sale,Yes,5400000
OMR,1307,11,3,2,Normal Sale,Yes,9800000
Saidapet,968,1000,2,1,Normal Sale,Yes,6100000
Adyar,1735,1000,3,4,Partial,Yes,14000000
Tambaram,745,147,2,2,Normal Sale,Yes,3500000
Tambaram,861,0,2,2,Partial,Yes,3900000
Besant Nagar,1418,227,4,3,Partial,Yes,12900000
Porur,1070,141,3,2,Normal Sale,Yes,7100000
Avadi,926,205,1,1,Normal Sale,Yes,3700000
Tambaram,856,105,2,2,Partial,Yes,3600000
Velacherry,1160,31,3,1,Normal Sale,Yes,8400000
Porur,1165,555,3,1,Family,Yes,5700000
Tambaram,839,147,2,2,Partial,Yes,3500000
Porur,1139,12,2,2,Partial,Yes,5900000
Guindy,1249,245,3,2,Normal Sale,Yes,9600000
Chetpet,1595,85,4,2,Partial,Yes,12400000
Chromepet,1054,0,2,2,Partial,Yes,5700000
Nungambakkam,1402,412,3,3,Normal Sale,Yes,12100000
Avadi,706,384,2,1,Abnormal,NO,2300000
Guindy,1525,267,3,4,Normal Sale,Yes,11700000
Adyar,1679,156,3,4,Partial,NO,12400000
OMR,1308,238,3,2,Partial,Yes,8200000
Avadi,994,9,2,1,Normal Sale,Yes,4300000
Egmore,1446,72,4,3,Normal Sale,NO,10600000
Anna Nagar,1725,26,4,4,Partial,Yes,14700000
Chetpet,1552,1000,4,2,Normal Sale,NO,12600000
T Nagar,1556,138,4,2,Normal Sale,Yes,16200000
Egmore,1188,113,3,1,Normal Sale,Yes,8600000
Chetpet,1591,142,4,3,Normal Sale,NO,13400000
Anna Nagar,2095,84,3,4,Normal Sale,NO,16600000
Thiruvanmiyur,1308,373,2,2,Normal Sale,Yes,10100000
Saidapet,941,276,1,1,Partial,Yes,5300000
Kodambakkam,1046,824,2,2,Normal Sale,Yes,7000000
Porur,1076,122,3,2,Normal Sale,Yes,6600000
Porur,1039,339,2,2,Normal Sale,Yes,6200000
Perambur,920,108,1,1,Partial,NO,3400000
Chromepet,1020,5,3,1,Normal Sale,NO,6100000
Thiruvanmiyur,1286,211,2,2,Normal Sale,Yes,9000000
Anna Nagar,1791,85,4,4,Abnormal,NO,14900000
Chromepet,1131,132,2,1,Normal Sale,Yes,5800000
Velacherry,1013,280,2,1,Abnormal,Yes,5800000
Egmore,1312,104,3,2,Normal Sale,Yes,9600000
Adyar,1671,199,3,3,Normal Sale,Yes,15500000
Perambur,985,252,2,2,Partial,Yes,4600000
Mylapore,1472,402,3,4,Normal Sale,Yes,13100000
OMR,1388,62,2,2,Family,NO,8100000
Besant Nagar,1460,91,3,2,Normal Sale,Yes,13100000
Chromepet,1074,629,2,1,Normal Sale,Yes,5300000
T Nagar,1613,248,3,2,Normal Sale,Yes,13900000
Kodambakkam,1178,59,2,1,Family,Yes,7500000
Perambur,1073,207,3,2,Normal Sale,Yes,5500000
Anna Nagar,1530,117,4,4,Normal Sale,NO,14600000
Chromepet,999,279,2,2,Normal Sale,Yes,5100000
Perambur,869,46,1,1,Partial,Yes,3700000
Guindy,1262,423,3,2,Normal Sale,Yes,10600000
Velacherry,1054,424,2,1,Family,Yes,5800000
Guindy,1515,0,4,2,Normal Sale,NO,13700000
Chetpet,1508,391,3,3,Normal Sale,NO,11200000
Avadi,1044,229,3,1,Normal Sale,Yes,4700000
Porur,1055,5,3,1,Family,Yes,5800000
Thiruvanmiyur,1350,615,3,2,Normal Sale,Yes,10800000
Egmore,1064,409,3,1,Normal Sale,NO,7800000
Avadi,620,101,1,2,Normal Sale,NO,2400000
Anna Nagar,1909,319,4,2,Normal Sale,Yes,18900000
Nungambakkam,1350,371,2,1,Normal Sale,Yes,10900000
Porur,998,702,2,2,Partial,Yes,4900000
OMR,1458,625,3,2,Normal Sale,Yes,9800000
Mylapore,803,274,2,2,Normal Sale,Yes,7000000
OMR,1327,185,2,2,Normal Sale,Yes,8900000
Kodambakkam,1238,513,2,1,Partial,Yes,7100000
Perambur,983,356,1,1,Normal Sale,NO,4100000
Adyar,1569,10,4,4,Normal Sale,Yes,15700000
Saidapet,1193,1000,3,2,Normal Sale,Yes,8000000
Guindy,1427,63,3,4,Normal Sale,Yes,11900000
Guindy,1022,209,2,2,Normal Sale,Yes,7100000
Chromepet,1056,451,3,1,Partial,Yes,5900000
Perambur,1157,247,3,1,Normal Sale,Yes,6000000
Egmore,1394,297,2,2,Normal Sale,Yes,10100000
Egmore,1194,345,3,1,Normal Sale,Yes,8600000
Thiruvanmiyur,1246,356,2,1,Normal Sale,NO,8100000
Besant Nagar,1092,387,3,1,Abnormal,Yes,7800000
Anna Nagar,1762,147,3,4,Normal Sale,Yes,16400000
Perambur,1087,320,3,1,Normal Sale,Yes,6000000
Besant Nagar,1373,543,3,2,Partial,NO,9900000
Besant Nagar,1102,158,3,1,Normal Sale,NO,8800000
Anna Nagar,1579,112,4,3,Abnormal,Yes,13500000
Mylapore,1733,247,4,2,Normal Sale,Yes,17700000
Nungambakkam,1589,92,4,3,Normal Sale,Yes,15200000
Chromepet,1239,224,3,1,Partial,Yes,7000000
Besant Nagar,1227,443,3,1,Partial,Yes,10100000
Egmore,1197,58,2,1,Normal Sale,NO,7600000
Guindy,1320,740,2,1,Partial,Yes,8900000
Adyar,1686,17,4,4,Normal Sale,Yes,15700000
Kodambakkam,900,130,2,1,Partial,Yes,5600000
Nungambakkam,1600,131,3,2,Normal Sale,Yes,15300000
Egmore,1059,71,3,1,Normal Sale,Yes,8000000
Adyar,1576,1,3,3,Abnormal,NO,10900000
Nungambakkam,1222,279,2,1,Family,Yes,9300000
Adyar,1493,471,3,3,Normal Sale,Yes,12100000
T Nagar,1814,642,3,4,Abnormal,Yes,13600000
Tambaram,878,131,2,1,Normal Sale,Yes,4200000
Porur,1152,26,2,1,Normal Sale,Yes,6900000
Anna Nagar,1814,416,3,4,Partial,Yes,14200000
Saidapet,1098,208,2,1,Normal Sale,Yes,6500000
Tambaram,908,68,2,2,Normal Sale,Yes,4400000
Guindy,1442,245,3,3,Normal Sale,Yes,12400000
